Item #,Description,Date Created,Due Date,Work Order #,Work Order Type,Status,Customer Name,SAPMaterial,Press,Press Priority,CSR,Sales Order,Quantity
I-035600,ZDL-RUDMB-XCELC,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200053035,,,xymo@xymoprint.com,,12
I-035601,ZDL-SNIDSH--LIV,2022-01-28,2022-01-31,11663,Internal,Scheduling,XYMO Print,200054355,,,xymo@xymoprint.com,,24
I-035602,ZDL-WESTRAC-DJD,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200056358,,,xymo@xymoprint.com,,12
I-032972-02,ZDL-NAVAHEALTH--LIV 120 C,2022-01-28,2022-01-31,11663,Internal,Scheduling,XYMO Print,200081899,,,xymo@xymoprint.com,,12
I-035603,ZDL-BEREA-CINN 120 C,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200082060,,,xymo@xymoprint.com,,24
I-032196-04,ZDL-AMSTJ--B-ACTIV,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200080490,,,xymo@xymoprint.com,,48
I-034931-01,ZDL-AGHDL-CINN,2022-01-28,2022-01-31,11663,Internal,Scheduling,XYMO Print,200037583,,,xymo@xymoprint.com,,48
I-035604,Pro Multi Daily labels,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200011081,,,xymo@xymoprint.com,,24
I-035605,Professional Choice Omega EC labels,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200011087,,,xymo@xymoprint.com,,24
I-035606,ZDL-AGHDL-IG26P,2022-01-28,2022-01-31,11663,Internal,Scheduling,XYMO Print,200037592,,,xymo@xymoprint.com,,192
I-035607,ZDL-ELYAY-IG26P,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200042177,,,xymo@xymoprint.com,,24
I-033800-04,ZDL-FRANCRO-DJD,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200042895,,,xymo@xymoprint.com,,48
I-032905-03,ZDL-LINKMA-XCELC,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200048143,,,xymo@xymoprint.com,,48
I-034139-01,ZDL-LINKMA--B-ACTIV 180 C,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200082213,,,xymo@xymoprint.com,,48
I-034140-01,ZDL-LINKMA-MAGC 120 C,2022-01-28,2022-02-02,11663,Internal,Scheduling,XYMO Print,200082215,,,xymo@xymoprint.com,,48
I-035608,CRT-ALLENNU-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085333,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,528
I-035609,CRT-10008617-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085330,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,312
I-035610,CRT-ABRAMARI-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085335,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,420
I-035611,CRT-ANGOM2-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085390,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035612,CRT-BOCKK-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085337,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,264
I-035613,CRT-GALED-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085383,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035614,CRT-GREEALL-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085353,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,144
I-035615,CRT-GUILGE-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085338,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,288
I-035616,CRT-HAASD-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085334,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,360
I-035617,CRT-HELFJA-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085331,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,708
I-035618,CRT-HOWTJ-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085384,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035619,CRT-HUNTJUL-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085358,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,168
I-035620,CRT-KALIK-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085357,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,168
I-035621,CRT-OSGOS-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085340,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,192
I-035622,CRT-POLICH-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085336,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,336
I-035623,CRT-ROFRT-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085385,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035624,CRT-SALATO-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085359,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,108
I-035625,CRT-SCHRMARY-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085351,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,216
I-035626,CRT-SILVMEL-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085387,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035627,CRT-ULTI2-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085332,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,432
I-035628,CRT-WESTCHRIS-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085388,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-035629,CRT-ZHOUJ-PBMSBC 30 C,2022-01-28,2022-02-27,11655,Internal,Press,XYMO Print,200085389,HP Indigo 30000,3 - MEDIUM,ronald.sandoval@xymogen.com,,120
I-032305-04,ZDL-BROET-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200007419,,,xymo@xymoprint.com,,24
I-032305-05,ZDL-BROET-ALAMAX,2022-01-28,2022-02-01,11660,Internal,Scheduling,XYMO Print,200007419,,,xymo@xymoprint.com,,24
I-035457-01,Controlled ALA 60c  LABELS,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200031211,,,xymo@xymoprint.com,,24
I-033218-02,ZDL-ALLEDA-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200037886,,,xymo@xymoprint.com,,24
I-033950-04,ZDL-BORNT-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200039327,,,xymo@xymoprint.com,,72
I-035453-01,ZDL-BROWFRE-ALAMAX,2022-01-28,2022-02-01,11660,Internal,Scheduling,XYMO Print,200039507,,,xymo@xymoprint.com,,24
I-032309-02,ZDL-CANFR-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200039855,,,xymo@xymoprint.com,,24
I-035112-01,ZDL-HIRAK-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200045265,,,xymo@xymoprint.com,,12
I-033392-02,ZDL-TURNCC-ALAMAX,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200055613,,,xymo@xymoprint.com,,24
I-030155-07,ZDL-ANTOELL-B-ACTIV,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200038221,,,xymo@xymoprint.com,,24
I-032148-05,ZDL-ANTOELL-CANDI,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200038222,,,xymo@xymoprint.com,,24
I-034580-01,ZDL-BIERIA3-PMS,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200038861,,,xymo@xymoprint.com,,12
I-035630,ZDL-GERSJ-NRF2,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200043400,,,xymo@xymoprint.com,,12
I-034050-03,ZDL-HIRTM-NAC,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200045404,,,xymo@xymoprint.com,,144
I-032792-03,ZDL-WESTRAC-NATTO,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200056378,,,xymo@xymoprint.com,,48
I-035631,ZDL-HOSOE2-CQO100,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200080336,,,xymo@xymoprint.com,,48
I-033483-01,ZDL-ESARL-HISTA60,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200080395,,,xymo@xymoprint.com,,12
I-018322-13,ZDL-SLIMGENICS001-XYMOZY,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200080926,,,xymo@xymoprint.com,,24
I-035118-01,ZDL-WESTRAC-HISTA60 60 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085313,,,xymo@xymoprint.com,,12
I-034342-01,ZDL-STENMA-NATTO,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200054802,,,xymo@xymoprint.com,,108
I-035632,ZDL-STENMA-IMMUNE,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200054792,,,xymo@xymoprint.com,,48
I-035633,ZDL-AGHDL-LIV,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200037594,,,xymo@xymoprint.com,,48
I-032932-02,ZDL-LINKMA-D32000,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200048126,,,xymo@xymoprint.com,,48
I-034248-01,ZDL-LINKMA--D35000,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200048129,,,xymo@xymoprint.com,,24
I-035634,ZDL-LINKMA-MP650,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200048135,,,xymo@xymoprint.com,,24
I-035635,ZDL-SHIPA-TESTP,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200053729,,,xymo@xymoprint.com,,24
I-035636,ZDL-LINKMA--LTHEANINE 120 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200082214,,,xymo@xymoprint.com,,24
I-035637,ZDL-ROOTFUNMED-HISTA60 60 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200082445,,,xymo@xymoprint.com,,24
I-032678-01,ZDL-LINKMA-MELACR 90 T,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200084432,,,xymo@xymoprint.com,,24
I-035638,ZDL-DISHM-CANDI 60 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200084721,,,xymo@xymoprint.com,,24
I-035639,ZDL-SMITSTEPHEN-MP650 60 sg,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085368,,,xymo@xymoprint.com,,12
I-035640,ZDL-SMITSTEPHEN-HISTA60 60 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085369,,,xymo@xymoprint.com,,12
I-035641,ZDL-SMITSTEPHEN-200082177 60 C,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085374,,,xymo@xymoprint.com,,12
I-035642,ZDL-SMITSTEPHEN-OPMAGN30 30 sv,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085377,,,xymo@xymoprint.com,,12
I-035643,ZDL-10199660-OPMAGN30 30 sv,2022-01-28,2022-02-02,11660,Internal,Scheduling,XYMO Print,200085378,,,xymo@xymoprint.com,,12
I-035644,Restore Move labels,2022-01-28,2022-01-31,11660,Internal,Scheduling,XYMO Print,200009339,,,xymo@xymoprint.com,,24
E-003484,Brain Body Smart Collagen Peptides 50 sc,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092423,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,500
E-003485,Life Enhancement Blast II 115 grams,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092432,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,650
E-003486,Relentless D-Serine 90 Cap,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092433,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,750
E-003487,Relentless L-Serine 60 Cap,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092434,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,2500
E-003203-01,Relentless Sarcosine 90 Count,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300091992,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,2400
E-003488,K9 Medicinals Immune Support 4.29oz,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092424,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,2250
E-003489,Life Enhancement DMAE 120 Cap,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092426,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,500
E-003491,LE InnerPower w/ Stevia Trop.Fruit,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092428,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,350
E-003492,Adelante Power 4U 3oz,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092422,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,500
E-003493,Life Enhancement Memory Upgrade 45 Serv,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092430,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,275
E-003494,LE Memory Upgrade II 90 Serv,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092429,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,250
E-003495,LE Memory Upgrade III 90 Serv,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092431,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,375
E-003496,Adelante Memory 4U II 2oz,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092421,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,750
E-003497,Life Enhancement Root Food II 120 Cap,2022-01-31,2022-02-11,11687,External,Finishing,Sierra Nevada Bioscience, LLC,300092425,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000238780,250
E-003499,Vita Mass Melatonin 10MG 300tabs,2022-01-31,2022-02-08,11688,External,Shipping,Vita Mass Inc,300092287,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000235464,2500
E-003500,Vita Mass Melatonin 5MG 300Tabs,2022-01-31,2022-02-08,11688,External,Shipping,Vita Mass Inc,300092288,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000235464,2500
E-003501,Vita Mass Melatonin 3MG 300Tabs,2022-01-31,2022-02-08,11688,External,Shipping,Vita Mass Inc,300092289,HP Indigo 6800B,3 - MEDIUM,cyndee.guerraa@xymoprint.com,0000235464,2500
I-028678-09,ZDL-MCWHJ-OSAPLEX,2022-01-31,2022-02-03,11693,Internal,Scheduling,XYMO Print,200048941,,,xymo@xymoprint.com,,24
I-035341-01,ZDL-MURRPA-PROBSBC,2022-01-31,2022-02-03,11695,Internal,Scheduling,XYMO Print,200049978,,,xymo@xymoprint.com,,24
I-032174-02,ZDL-STEWKE-AEW,2022-01-31,2022-02-03,11697,Internal,Scheduling,XYMO Print,200054873,,,xymo@xymoprint.com,,24
I-030928-05,ZDL-HIRTM-REDYEAST60 60 C,2022-01-31,2022-02-03,11700,Internal,Scheduling,XYMO Print,200083899,,,xymo@xymoprint.com,,120
I-035645,ZDL-10112051-FESS30 30 pkt,2022-01-31,2022-02-03,11702,Internal,Scheduling,XYMO Print,200084348,,,xymo@xymoprint.com,,12
I-035646,ZDL-10112051-K2D35000 60 C,2022-01-31,2022-02-03,11703,Internal,Scheduling,XYMO Print,200084359,,,xymo@xymoprint.com,,24
I-004743-65,Business Cards (staff),2022-01-31,2022-02-07,11705,Internal,Shipping,XYMO Print,300081286,HP Indigo 7900,2 - HIGH,ronald.sandoval@xymogen.com,,500
I-004743-66,Business Cards (staff),2022-01-31,2022-02-07,11706,Internal,Shipping,XYMO Print,300081286,HP Indigo 7900,2 - HIGH,ronald.sandoval@xymogen.com,,500
I-028675-11,ZDL-SUTTF4-SYN-PER,2022-01-31,2022-02-03,11707,Internal,Scheduling,XYMO Print,200033486,,,xymo@xymoprint.com,,48
I-032843-04,ZDL-SUTTF4-PMAXDAILY,2022-01-31,2022-02-03,11708,Internal,Scheduling,XYMO Print,200033487,,,xymo@xymoprint.com,,24
I-028428-26,ZDL-HELFJA-OPMAGN,2022-01-31,2022-02-03,11709,Internal,Scheduling,XYMO Print,200044973,,,xymo@xymoprint.com,,12
I-035048-01,ZDL-MUSCS-FFVEGCHOC,2022-01-31,2022-02-03,11710,Internal,Scheduling,XYMO Print,200050024,,,xymo@xymoprint.com,,48
I-035647,ZDL-WOLFJA-IGG2,2022-01-31,2022-02-03,11711,Internal,Scheduling,XYMO Print,200056614,,,xymo@xymoprint.com,,48
I-035648,ZDL-MOORTY-FWCHOSF 14 sv,2022-01-31,2022-02-03,11712,Internal,Scheduling,XYMO Print,200083191,,,xymo@xymoprint.com,,36
I-035649,ZDL-10112051-REGBIO 60 C,2022-01-31,2022-02-03,11704,Internal,Scheduling,XYMO Print,200084252,,,xymo@xymoprint.com,,24
I-029999-06,ZDL-YEOUTH-REGBIO,2022-01-31,2022-02-03,11704,Internal,Scheduling,XYMO Print,200056938,,,xymo@xymoprint.com,,48
I-035650,ZDL-MURRPA-GHICHOC,2022-01-31,2022-02-03,11694,Internal,Scheduling,XYMO Print,200049937,,,xymo@xymoprint.com,,12
I-032403-01,ZDL-TAHZR-GHIVANSF,2022-01-31,2022-02-03,11694,Internal,Scheduling,XYMO Print,200055226,,,xymo@xymoprint.com,,12
I-028702-16,ZDL-10044101-GHIVANSF 14 sv,2022-01-31,2022-02-03,11694,Internal,Scheduling,XYMO Print,200083831,,,xymo@xymoprint.com,,12
I-035651,ZDL-UNIQUEVERSE-PMAXDAILY60,2022-01-31,2022-02-02,11698,Internal,Scheduling,XYMO Print,200055667,,,xymo@xymoprint.com,,24
I-033044-01,ZDL-BROET-PM350C,2022-01-31,2022-02-03,11698,Internal,Scheduling,XYMO Print,200007488,,,xymo@xymoprint.com,,24
I-032953-02,ZDL-TAHZR-PMAXDAILY,2022-01-31,2022-02-03,11698,Internal,Scheduling,XYMO Print,200055242,,,xymo@xymoprint.com,,12
I-035652,ZDL-WOLFJA-PMAXDAILYC 30 C,2022-01-31,2022-02-03,11698,Internal,Scheduling,XYMO Print,200056623,,,xymo@xymoprint.com,,48
I-035653,ZDL-10009960-GLUT 30 sv,2022-01-31,2022-02-03,11701,Internal,Scheduling,XYMO Print,200084088,,,xymo@xymoprint.com,,24
I-035654,ZDL-UNIQUEVERSE-GLUT,2022-01-31,2022-02-03,11701,Internal,Scheduling,XYMO Print,200081053,,,xymo@xymoprint.com,,24
I-033636-02,ZDL-EWERK2-ANGI30,2022-01-31,2022-02-03,11701,Internal,Scheduling,XYMO Print,200042475,,,xymo@xymoprint.com,,24
I-028712-28,ZDL-HELFJA-RELAX,2022-01-31,2022-02-03,11701,Internal,Scheduling,XYMO Print,200080247,,,xymo@xymoprint.com,,12
I-033502-01,ZDL-PETERON-D3,2022-01-31,2022-02-03,11696,Internal,Scheduling,XYMO Print,200051524,,,xymo@xymoprint.com,,48
I-035655,ZDL-UNIQUEVERSE-D31,2022-01-31,2022-02-03,11696,Internal,Scheduling,XYMO Print,200055661,,,xymo@xymoprint.com,,24
I-035656,ZDL-CARNJI-D31 1 oz,2022-01-31,2022-02-03,11696,Internal,Scheduling,XYMO Print,200085379,,,xymo@xymoprint.com,,12
I-035657,Naturo D-2oz   labels,2022-01-31,2022-02-03,11696,Internal,Scheduling,XYMO Print,200026596,,,xymo@xymoprint.com,,96
I-035658,ZDL-PATEV-D3,2022-01-31,2022-02-03,11696,Internal,Scheduling,XYMO Print,200051236,,,xymo@xymoprint.com,,12
I-035659,ZDL-AGOLG-K245,2022-01-31,2022-02-03,11689,Internal,Scheduling,XYMO Print,200004997,,,xymo@xymoprint.com,,24
I-033308-01,ZDL-KRIECH-XCA75 60 C,2022-01-31,2022-02-03,11689,Internal,Scheduling,XYMO Print,200081170,,,xymo@xymoprint.com,,24
I-035660,ZDL-10009960-D35000 90 C,2022-01-31,2022-02-03,11689,Internal,Scheduling,XYMO Print,200084086,,,xymo@xymoprint.com,,48
I-035489-01,ZDL-HATCR-D35000,2022-01-31,2022-02-02,11689,Internal,Scheduling,XYMO Print,200044708,,,xymo@xymoprint.com,,24
I-029628-04,ZDL-SUTTF4-D35000,2022-01-31,2022-02-02,11689,Internal,Scheduling,XYMO Print,200033476,,,xymo@xymoprint.com,,24
I-033151-01,MELATONIN 60CT,2022-01-31,2022-02-03,11689,Internal,Scheduling,XYMO Print,200033483,,,xymo@xymoprint.com,,24
I-032895-01,Zinc Carnosine labels,2022-01-31,2022-02-03,11689,Internal,Scheduling,XYMO Print,200033521,,,xymo@xymoprint.com,,24
I-032876-01,ZDL-AGOLG-PROB100,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200004857,,,xymo@xymoprint.com,,240
I-031221-08,ZDL-CHILWE-PROB100,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200040495,,,xymo@xymoprint.com,,72
I-035661,ZDL-10009960-PROBSBC 30 sv,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200084101,,,xymo@xymoprint.com,,24
I-032878-03,ZDL-SUTTF4-PROB100,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200033474,,,xymo@xymoprint.com,,24
I-033174-02,ZDL-CENGEN2-PROB100,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200008381,,,xymo@xymoprint.com,,72
I-033745-01,ZDL-WOLFJA-PROB100,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200056624,,,xymo@xymoprint.com,,48
I-035662,ZDL-MOORTY-OLIV 20 C,2022-01-31,2022-02-03,11691,Internal,Scheduling,XYMO Print,200083196,,,xymo@xymoprint.com,,36
I-032292-01,ZDL-YURTE-ANWO 120 C,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200082426,,,xymo@xymoprint.com,,24
I-035366-01,ZDL-ORTIN2-XENO 120 C,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200083109,,,xymo@xymoprint.com,,24
I-028723-06,ZDL-SUTTF4-JOINT,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200033484,,,xymo@xymoprint.com,,48
I-035663,Magnesium Citrate labels,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200033516,,,xymo@xymoprint.com,,24
I-032655-01,ZDL-PATEV-IGGC,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200051248,,,xymo@xymoprint.com,,12
I-035664,ZDL-RANDCL-APPE120,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200052318,,,xymo@xymoprint.com,,24
I-035665,ZDL-RANDCL--LIV,2022-01-31,2022-02-03,11699,Internal,Scheduling,XYMO Print,200052341,,,xymo@xymoprint.com,,48
I-035666,ZDL-CANFR-DIM,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200039871,,,xymo@xymoprint.com,,24
I-035667,ZDL-GRASLE-DIM,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200043790,,,xymo@xymoprint.com,,24
I-035668,ZDL-HATCR-IRONG,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200044709,,,xymo@xymoprint.com,,12
I-035669,ZDL-10112051-MP1300 60 sg,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200084229,,,xymo@xymoprint.com,,24
I-035670,ZDL-CARNJI-GARL 90 C,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200085380,,,xymo@xymoprint.com,,12
I-033433-03,ZDL-SUTTF4-MP1300,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200002863,,,xymo@xymoprint.com,,48
I-035671,Alpha-Lipoic Acid CR 120c labels,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200002820,,,xymo@xymoprint.com,,24
I-033070-02,VITAMIN C W/ BIOFLAVONOIDS 90CT,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200002878,,,xymo@xymoprint.com,,24
I-034709-01,ZDL-MENDLIZ-VIRA,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200049126,,,xymo@xymoprint.com,,24
I-035672,ZDL-IRVING--XYMOZY,2022-01-31,2022-02-03,11692,Internal,Scheduling,XYMO Print,200046157,,,xymo@xymoprint.com,,24
I-033785-01,Quercetin Supreme labels,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200016959,,,xymo@xymoprint.com,,24
I-032908-01,LIV RIGHT 60 CAPSULES,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200001175,,,xymo@xymoprint.com,,24
I-032910-02,NRF2 ANTIOX 60 CAPSULE,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200004868,,,xymo@xymoprint.com,,24
I-034526-02,VITAMIN D35000 I.U 180CT,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200004959,,,xymo@xymoprint.com,,12
I-035673,ZDL-AIELJO-MP650,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200037655,,,xymo@xymoprint.com,,12
I-033998-03,ZDL-HATCR-METHYLC,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200044710,,,xymo@xymoprint.com,,24
I-033787-01,ZDL-KRIECH-ALAMAX,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200047286,,,xymo@xymoprint.com,,24
I-033788-01,ZDL-KRIECH-NATTO,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200047305,,,xymo@xymoprint.com,,48
I-033789-01,ZDL-KRIECH-NRF2,2022-01-31,2022-02-03,11690,Internal,Scheduling,XYMO Print,200047309,,,xymo@xymoprint.com,,24
